"ClassName","Class","Parameter","ParameterLong","ParameterDescription","Phase","PhaseSpecific","StatCategory","Estimate","se","p"
"Big Jump",5,"DREB","Rebounds on Defense","Defensive rebounds per 36 minutes","Defense","Rebounding","Means",0.670610111836302,0.0542504888999022,4.22912100227308e-35
"Defender",1,"DREB","Rebounds on Defense","Defensive rebounds per 36 minutes","Defense","Rebounding","Variances",0.431559878963256,0.016921711007435,1.81079913014031e-143
"Painter",3,"DREB","Rebounds on Defense","Defensive rebounds per 36 minutes","Defense","Rebounding","Variances",0.431559878963256,0.016921711007435,1.81079913014031e-143
"Jumper",9,"DREB","Rebounds on Defense","Defensive rebounds per 36 minutes","Defense","Rebounding","Variances",0.431559878963256,0.016921711007435,1.81079913014031e-143
"Jumper",9,"DREB","Rebounds on Defense","Defensive rebounds per 36 minutes","Defense","Rebounding","Means",-0.413558799157986,0.0463453142440056,4.52097956845206e-19
"Double-Double",2,"DREB","Rebounds on Defense","Defensive rebounds per 36 minutes","Defense","Rebounding","Variances",0.431559878963256,0.016921711007435,1.81079913014031e-143
"Defender",1,"DREB","Rebounds on Defense","Defensive rebounds per 36 minutes","Defense","Rebounding","Means",-0.15596561246825,0.0513104912335105,0.0023685816167948
"Center",4,"DREB","Rebounds on Defense","Defensive rebounds per 36 minutes","Defense","Rebounding","Means",0.935390989181398,0.0966032521543379,3.567706660831e-22
"Center",4,"DREB","Rebounds on Defense","Defensive rebounds per 36 minutes","Defense","Rebounding","Variances",0.431559878963256,0.016921711007435,1.81079913014031e-143
"Big Jump",5,"DREB","Rebounds on Defense","Defensive rebounds per 36 minutes","Defense","Rebounding","Variances",0.431559878963256,0.016921711007435,1.81079913014031e-143
"Painter",3,"DREB","Rebounds on Defense","Defensive rebounds per 36 minutes","Defense","Rebounding","Means",1.04179632353229,0.0670139483755857,1.69457678092727e-54
"Moneyball",8,"DREB","Rebounds on Defense","Defensive rebounds per 36 minutes","Defense","Rebounding","Means",-0.564854104987757,0.0314774915426561,5.27960461069926e-72
"Moneyball",8,"DREB","Rebounds on Defense","Defensive rebounds per 36 minutes","Defense","Rebounding","Variances",0.431559878963256,0.016921711007435,1.81079913014031e-143
"Anywhere",7,"DREB","Rebounds on Defense","Defensive rebounds per 36 minutes","Defense","Rebounding","Means",-0.575213399969944,0.0588712136847936,1.50398321434626e-22
"Pass First",6,"DREB","Rebounds on Defense","Defensive rebounds per 36 minutes","Defense","Rebounding","Means",-0.757912058405665,0.0286470999991175,3.04313990840004e-154
"Anywhere",7,"DREB","Rebounds on Defense","Defensive rebounds per 36 minutes","Defense","Rebounding","Variances",0.431559878963256,0.016921711007435,1.81079913014031e-143
"Pass First",6,"DREB","Rebounds on Defense","Defensive rebounds per 36 minutes","Defense","Rebounding","Variances",0.431559878963256,0.016921711007435,1.81079913014031e-143
"Center",4,"DRIVE_FG_PCT","Drive FGPCT","Shooting percentage from drives","Offense","Efficiency","Variances",0.968905494359075,0.0476388111988926,5.86097228709287e-92
"Big Jump",5,"DRIVE_FG_PCT","Drive FGPCT","Shooting percentage from drives","Offense","Efficiency","Means",0.0022021564017795,0.0764685505019891,0.977025538660648
"Moneyball",8,"DRIVE_FG_PCT","Drive FGPCT","Shooting percentage from drives","Offense","Efficiency","Variances",0.968905494359075,0.0476388111988926,5.86097228709287e-92
"Center",4,"DRIVE_FG_PCT","Drive FGPCT","Shooting percentage from drives","Offense","Efficiency","Means",-0.115487901664183,0.164928429820775,0.483783424593563
"Double-Double",2,"DRIVE_FG_PCT","Drive FGPCT","Shooting percentage from drives","Offense","Efficiency","Means",0.321764119990073,0.0811491035152504,7.336590526417e-05
"Pass First",6,"DRIVE_FG_PCT","Drive FGPCT","Shooting percentage from drives","Offense","Efficiency","Variances",0.968905494359075,0.0476388111988926,5.86097228709287e-92
"Moneyball",8,"DRIVE_FG_PCT","Drive FGPCT","Shooting percentage from drives","Offense","Efficiency","Means",-0.191117278635266,0.0478402805809912,6.47207554638086e-05
"Big Jump",5,"DRIVE_FG_PCT","Drive FGPCT","Shooting percentage from drives","Offense","Efficiency","Variances",0.968905494359075,0.0476388111988926,5.86097228709287e-92
"Pass First",6,"DRIVE_FG_PCT","Drive FGPCT","Shooting percentage from drives","Offense","Efficiency","Means",-0.00875421324337423,0.0338037762528919,0.795657262152277
"Triple-Double",10,"DRIVE_FG_PCT","Drive FGPCT","Shooting percentage from drives","Offense","Efficiency","Variances",0.968905494359075,0.0476388111988926,5.86097228709287e-92
"Jumper",9,"DRIVE_FG_PCT","Drive FGPCT","Shooting percentage from drives","Offense","Efficiency","Variances",0.968905494359075,0.0476388111988926,5.86097228709287e-92
"Defender",1,"DRIVE_FG_PCT","Drive FGPCT","Shooting percentage from drives","Offense","Efficiency","Means",-0.211613777338257,0.0634067130908856,0.000845651242648391
"Triple-Double",10,"DRIVE_FG_PCT","Drive FGPCT","Shooting percentage from drives","Offense","Efficiency","Means",0.6590200266614,0.078170895000612,3.4418023499813e-17
"Painter",3,"DRIVE_FG_PCT","Drive FGPCT","Shooting percentage from drives","Offense","Efficiency","Means",0.0297107646741299,0.107491289707586,0.782239626429025
"Anywhere",7,"DRIVE_FG_PCT","Drive FGPCT","Shooting percentage from drives","Offense","Efficiency","Variances",0.968905494359075,0.0476388111988926,5.86097228709287e-92
"Painter",3,"DRIVE_FG_PCT","Drive FGPCT","Shooting percentage from drives","Offense","Efficiency","Variances",0.968905494359075,0.0476388111988926,5.86097228709287e-92
"Defender",1,"DRIVE_FG_PCT","Drive FGPCT","Shooting percentage from drives","Offense","Efficiency","Variances",0.968905494359075,0.0476388111988926,5.86097228709287e-92
"Anywhere",7,"DRIVE_FG_PCT","Drive FGPCT","Shooting percentage from drives","Offense","Efficiency","Means",0.288635188805495,0.0305564197691916,3.52109452571794e-21
"Jumper",9,"DRIVE_FG_PCT","Drive FGPCT","Shooting percentage from drives","Offense","Efficiency","Means",0.148261977568722,0.021423020341689,4.49464620886811e-12
"Double-Double",2,"DRIVE_FG_PCT","Drive FGPCT","Shooting percentage from drives","Offense","Efficiency","Variances",0.968905494359075,0.0476388111988926,5.86097228709287e-92
"Big Jump",5,"DRIVE_PTS","Points from Drives","Points per 36 minutes from driving","Offense","Shooting","Means",-0.21162711702481,0.0375293408842551,1.71062667364729e-08
"Painter",3,"DRIVE_PTS","Points from Drives","Points per 36 minutes from driving","Offense","Shooting","Means",-0.348001038035923,0.0305165269965244,4.00761102084925e-30
"Double-Double",2,"DRIVE_PTS","Points from Drives","Points per 36 minutes from driving","Offense","Shooting","Variances",0.904469155520786,0.178920418993604,4.30057672548252e-07
"Big Jump",5,"DRIVE_PTS","Points from Drives","Points per 36 minutes from driving","Offense","Shooting","Variances",0.904469155520786,0.178920418993604,4.30057672548252e-07
"Center",4,"DRIVE_PTS","Points from Drives","Points per 36 minutes from driving","Offense","Shooting","Variances",0.904469155520786,0.178920418993604,4.30057672548252e-07
"Moneyball",8,"DRIVE_PTS","Points from Drives","Points per 36 minutes from driving","Offense","Shooting","Means",-0.190878920872786,0.0255435898006714,7.85813219961102e-14
"Center",4,"DRIVE_PTS","Points from Drives","Points per 36 minutes from driving","Offense","Shooting","Means",-0.36333544962159,0.0504806402380654,6.13172735375502e-13
"Triple-Double",10,"DRIVE_PTS","Points from Drives","Points per 36 minutes from driving","Offense","Shooting","Variances",0.904469155520786,0.178920418993604,4.30057672548252e-07
"Defender",1,"DRIVE_PTS","Points from Drives","Points per 36 minutes from driving","Offense","Shooting","Variances",0.904469155520786,0.178920418993604,4.30057672548252e-07
"Double-Double",2,"DRIVE_PTS","Points from Drives","Points per 36 minutes from driving","Offense","Shooting","Means",-0.200324436572279,0.0717581468658583,0.00524382254667203
"Painter",3,"DRIVE_PTS","Points from Drives","Points per 36 minutes from driving","Offense","Shooting","Variances",0.904469155520786,0.178920418993604,4.30057672548252e-07
"Moneyball",8,"DRIVE_PTS","Points from Drives","Points per 36 minutes from driving","Offense","Shooting","Variances",0.904469155520786,0.178920418993604,4.30057672548252e-07
"Jumper",9,"DRIVE_PTS","Points from Drives","Points per 36 minutes from driving","Offense","Shooting","Means",-0.00770183227054816,0.045278157710988,0.864931187063095
"Jumper",9,"DRIVE_PTS","Points from Drives","Points per 36 minutes from driving","Offense","Shooting","Variances",0.904469155520786,0.178920418993604,4.30057672548252e-07
"Triple-Double",10,"DRIVE_PTS","Points from Drives","Points per 36 minutes from driving","Offense","Shooting","Means",0.0195254563443592,0.06828729138926,0.774930938188615
"Anywhere",7,"DRIVE_PTS","Points from Drives","Points per 36 minutes from driving","Offense","Shooting","Means",0.242835967893989,0.0704163299229655,0.000563553742321864
"Anywhere",7,"DRIVE_PTS","Points from Drives","Points per 36 minutes from driving","Offense","Shooting","Variances",0.904469155520786,0.178920418993604,4.30057672548252e-07
"Defender",1,"DRIVE_PTS","Points from Drives","Points per 36 minutes from driving","Offense","Shooting","Means",0.234744667747469,0.0846800773224574,0.00556898107885758
"Pass First",6,"DRIVE_PTS","Points from Drives","Points per 36 minutes from driving","Offense","Shooting","Means",0.590100082510131,0.103190663866227,1.07442346463122e-08
"Pass First",6,"DRIVE_PTS","Points from Drives","Points per 36 minutes from driving","Offense","Shooting","Variances",0.904469155520786,0.178920418993604,4.30057672548252e-07
"Center",4,"DRIVES","Drives","Drives to the basket per 36 minutes","Offense","Movement","Variances",0.232583709451965,0.0102520857484793,6.09264936211774e-114
"Big Jump",5,"DRIVES","Drives","Drives to the basket per 36 minutes","Offense","Movement","Variances",0.232583709451965,0.0102520857484793,6.09264936211774e-114
"Moneyball",8,"DRIVES","Drives","Drives to the basket per 36 minutes","Offense","Movement","Means",-0.484720382276393,0.0221032564522502,1.3496734857788e-106
"Center",4,"DRIVES","Drives","Drives to the basket per 36 minutes","Offense","Movement","Means",-0.954310214762301,0.0409497347761293,3.99771102541164e-120
"Big Jump",5,"DRIVES","Drives","Drives to the basket per 36 minutes","Offense","Movement","Means",-0.616740861815097,0.0280103371084692,1.92215240890142e-107
"Anywhere",7,"DRIVES","Drives","Drives to the basket per 36 minutes","Offense","Movement","Means",1.90467378635716,0.0612652263545196,3.39337969692718e-212
"Painter",3,"DRIVES","Drives","Drives to the basket per 36 minutes","Offense","Movement","Means",-0.998874123052467,0.0133520456872548,0
"Double-Double",2,"DRIVES","Drives","Drives to the basket per 36 minutes","Offense","Movement","Variances",0.232583709451965,0.0102520857484793,6.09264936211774e-114
"Pass First",6,"DRIVES","Drives","Drives to the basket per 36 minutes","Offense","Movement","Means",1.06166482236556,0.0625632453553679,1.38184474357192e-64
"Pass First",6,"DRIVES","Drives","Drives to the basket per 36 minutes","Offense","Movement","Variances",0.232583709451965,0.0102520857484793,6.09264936211774e-114
"Triple-Double",10,"DRIVES","Drives","Drives to the basket per 36 minutes","Offense","Movement","Variances",0.232583709451965,0.0102520857484793,6.09264936211774e-114
"Defender",1,"DRIVES","Drives","Drives to the basket per 36 minutes","Offense","Movement","Variances",0.232583709451965,0.0102520857484793,6.09264936211774e-114
"Painter",3,"DRIVES","Drives","Drives to the basket per 36 minutes","Offense","Movement","Variances",0.232583709451965,0.0102520857484793,6.09264936211774e-114
"Defender",1,"DRIVES","Drives","Drives to the basket per 36 minutes","Offense","Movement","Means",-0.244176895595152,0.0364116502243378,2.00017830667638e-11
"Jumper",9,"DRIVES","Drives","Drives to the basket per 36 minutes","Offense","Movement","Means",0.46904981952219,0.0416447954653027,1.99593412224825e-29
"Jumper",9,"DRIVES","Drives","Drives to the basket per 36 minutes","Offense","Movement","Variances",0.232583709451965,0.0102520857484793,6.09264936211774e-114
"Triple-Double",10,"DRIVES","Drives","Drives to the basket per 36 minutes","Offense","Movement","Means",2.46695603737577,0.301328168397057,2.6794869887537e-16
"Anywhere",7,"DRIVES","Drives","Drives to the basket per 36 minutes","Offense","Movement","Variances",0.232583709451965,0.0102520857484793,6.09264936211774e-114
"Moneyball",8,"DRIVES","Drives","Drives to the basket per 36 minutes","Offense","Movement","Variances",0.232583709451965,0.0102520857484793,6.09264936211774e-114
"Double-Double",2,"DRIVES","Drives","Drives to the basket per 36 minutes","Offense","Movement","Means",-0.474990630331972,0.0758343068924833,3.763531649813e-10
"Pass First",6,"EFG","Effective FG","Effective field goal shooting","Offense","Efficiency","Variances",0.824234098634215,0.0347300090244292,1.66116905855184e-124
"Big Jump",5,"EFG","Effective FG","Effective field goal shooting","Offense","Efficiency","Variances",0.824234098634215,0.0347300090244292,1.66116905855184e-124
"Double-Double",2,"EFG","Effective FG","Effective field goal shooting","Offense","Efficiency","Means",0.497219116970926,0.0904444116533882,3.85190042294076e-08
"Jumper",9,"EFG","Effective FG","Effective field goal shooting","Offense","Efficiency","Means",-0.0908334049761831,0.0387154986461503,0.0189671076983167
"Anywhere",7,"EFG","Effective FG","Effective field goal shooting","Offense","Efficiency","Variances",0.824234098634215,0.0347300090244292,1.66116905855184e-124
"Moneyball",8,"EFG","Effective FG","Effective field goal shooting","Offense","Efficiency","Variances",0.824234098634215,0.0347300090244292,1.66116905855184e-124
"Center",4,"EFG","Effective FG","Effective field goal shooting","Offense","Efficiency","Means",0.118681171682594,0.11669011987178,0.309123589555282
"Anywhere",7,"EFG","Effective FG","Effective field goal shooting","Offense","Efficiency","Means",-0.0915130956042454,0.0515126771836652,0.0756479058908699
"Painter",3,"EFG","Effective FG","Effective field goal shooting","Offense","Efficiency","Means",0.875107914781121,0.0709050878032683,5.38278360391411e-35
"Big Jump",5,"EFG","Effective FG","Effective field goal shooting","Offense","Efficiency","Means",0.0558565338460325,0.069722552596483,0.423058837061746
"Defender",1,"EFG","Effective FG","Effective field goal shooting","Offense","Efficiency","Variances",0.824234098634215,0.0347300090244292,1.66116905855184e-124
"Double-Double",2,"EFG","Effective FG","Effective field goal shooting","Offense","Efficiency","Variances",0.824234098634215,0.0347300090244292,1.66116905855184e-124
